Image,Name,Class,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: DAPI mean,Nucleus: EpCAM_E-Cadherin mean,Nucleus: cCASP3 mean,Cell: Area,Cell: EpCAM_E-Cadherin mean,Cell: cCASP3 mean,Cytoplasm: EpCAM_E-Cadherin mean,Cytoplasm: cCASP3 mean,Nucleus/Cell area ratio
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,170.52,205.06,53,225.2884,689.8279,194.7488,148,691.7285,184.8061,692.8095,179.1508,0.3546
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,191.52,207.2,96.5,253.2113,328.634,194.9407,208.75,411.8053,189.9749,483.6771,185.6837,0.4572
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,PathCellObject,,107.02,205.81,34.25,242,377.4245,203.5827,102,286.8029,191.4939,240.4926,185.3162,0.3302
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,PathCellObject,,119.1,209.08,38.25,173.9491,380.4968,215.4841,98.25,296.302,193.2284,240.5274,178.4852,0.3911
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,PathCellObject,,206.57,212.43,20.25,192.9535,295.1395,182.7907,86.75,231.4069,172.447,210.5665,169.0646,0.2335
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,cCASP3,cCASP3,156.76,216.76,27,251.1786,420.4911,666.1161,107.25,332.6,468.0279,301.6447,398.261,0.2549
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,PathCellObject,,132.06,219.52,168.25,170.6073,367.7441,213.2735,336.5,282.5156,198.3789,195.4955,183.1712,0.5015
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,PathCellObject,,117.24,226.41,27,227.1982,200.964,177.1261,85.5,167.7551,172.3848,151.8664,170.1164,0.3166
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,135.38,231.88,44.5,164.5531,625.4749,584.676,112.5,728.275,713.6208,795.9265,798.478,0.3896
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,142.88,235.83,49.5,145.7734,625.8325,376.936,133,507.4944,361.5955,434.9184,352.1873,0.3735
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,PathCellObject,,121.92,234.2,32,208.8473,215.2519,183.4046,100,187.0819,175.933,173.5147,172.3346,0.3153
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,PathCellObject,,168.57,243.6,45.5,159.9135,381.4703,294.4973,130.75,310.019,273.0247,271.1412,261.3412,0.3442
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,156.83,245.43,81,196.3969,835.72,463.2369,181,628.8402,364.2589,461.1696,284.0399,0.4423
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,PathCellObject,,141.82,251.5,33.5,229.1594,271.9058,195.0652,117.5,226.9449,205.7691,208.3683,210.1916,0.2782
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,cCASP3,cCASP3,184.18,251.2,24,184.1313,231.2323,433.3535,88.25,176.1497,301.5424,154.7647,250.3686,0.2681
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,PathCellObject,,175.92,253.49,26.25,225.0727,237.3545,188.8818,87.5,243.3295,210.2443,246.0455,219.9545,0.2923
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,cCASP3,cCASP3,127.32,258.49,30,214.08,278.712,1819.4399,103,243.9442,1066.8374,228.8014,739.0488,0.2955
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,cCASP3,cCASP3,135.55,258.07,14.5,201.7705,361.6066,3444.5574,60.75,320.8286,2425.5918,307.3098,2087.7827,0.23
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,167.67,264.1,37.75,154.5338,3254.5879,209.5608,131.25,2619.1199,186.076,2370.3123,176.881,0.2789
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 14).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,158.56,271.88,31.5,354.5669,455.2835,202.4803,110.25,759.7438,181.4104,882.8854,172.8885,0.2775
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,317.37,74,19,155.7875,125.075,146.525,90.5,122.3664,146.4986,121.6007,146.4912,0.2038
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,cCASP3,cCASP3,113.21,88.13,64.25,219.8231,347.4115,570.7577,171.5,272.7663,423.5196,227.5268,334.2844,0.3736
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,171.28,100.04,103.25,282.4639,370.0913,240.4279,226.25,580.137,227.7646,758.8262,216.9918,0.4572
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,154.67,104.33,99,187.0781,472.7305,242.6851,229.5,531.0445,209.5813,575.1409,184.5486,0.4271
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,230.41,111.14,66.5,148.8259,513.6815,210.2963,191.75,303.7943,178.3242,190,160.99,0.349
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,171.07,113.89,45,169.2043,1478.0699,226.9032,140.25,1352.363,245.5587,1290.1782,254.7872,0.3254
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,99.21,115.46,24.75,317.8627,238.7647,199.5784,81.25,192.0937,181.3595,171.3057,173.2445,0.2922
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,cCASP3,cCASP3,247.82,121.27,42,563.6901,263.7485,1085.538,132.25,221.3409,668.3051,201.1972,470.1194,0.3141
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,178.12,122.06,62.5,229.5039,378.5354,361.815,129.25,666.9693,317.0442,941.3596,274.4532,0.4715
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,101.28,123.44,24.5,368.7921,271.1584,183.7921,79.25,196.3323,173.3229,161.6651,168.4725,0.3031
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,145.83,121.94,25.5,151.7009,332.215,212.2523,105.5,195.5094,180.2441,149.6552,169.5078,0.2337
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,188.02,125.04,16.25,191.2174,602.2174,200.8261,63,910.1953,196.9414,1023.8342,195.508,0.253
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,113.43,127.8,36.5,168.7987,1629.5973,208.4698,123,896.8438,187.6673,579.4593,178.657,0.2904
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,128.42,131.42,52,204.0284,314.4787,231.981,132.5,326.7213,203.6064,334.7938,184.8969,0.3884
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,178.55,133.1,71,256.2448,344.0839,379.1608,154.25,559.5186,280.3582,745.6647,194.9879,0.4575
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,191.37,133.95,28.5,398.4,840.0174,207.5826,91.5,767.6467,285.1631,734.751,320.4269,0.3001
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,121.33,138.57,68.5,223.8152,540.8949,1056.7717,149.25,922.3283,1758.8417,1247.2531,2356.9011,0.4553
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,202.11,137.76,40.75,246.0679,434.7839,228.9691,120.25,280.2289,271.3258,202.7121,292.5697,0.332
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,231.1,138.27,31,193.5827,384.315,198.0157,108.5,302.554,187.8184,268.8409,183.6136,0.286
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,192.82,143.95,29.75,276.8279,261.5738,183.5164,90,222.1635,178.1553,202.5388,175.4857,0.3311
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,cCASP3,cCASP3,242.14,142.08,22.25,489.7582,225.3626,1052.4396,91.75,178.3978,573.1199,162.913,415.0833,0.2344
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,115.08,149.03,41.25,282.3195,1392.6154,2466.7041,130,1536.879,2828.6143,1606.1421,3002.3721,0.3184
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,234.54,149.1,33,422.4105,327.7686,237.8209,104.75,284.8218,293.3919,264.7701,319.338,0.3047
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,133.26,150.61,18.5,236.8333,818.6154,1779.5513,75.75,455.4216,1276.0719,331.1711,1103.829,0.238
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,217.3,152.8,22,246.191,174.6067,268.5506,92.5,150.8814,192.2318,143.3936,168.1454,0.2276
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,cCASP3,cCASP3,127.02,156.67,24.5,288.01,330.23,770.01,84.5,285.4561,547.7924,266.9546,455.9669,0.2796
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,155.08,159.36,30.25,396.871,256.6048,178.3226,107.5,210.9884,174.7361,192.6234,173.2922,0.2767
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,cCASP3,cCASP3,211.42,164.76,9.75,269.093,187.2093,336.2093,55.25,212.348,377.9383,218.2228,387.6902,0.1683
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,244.51,166.2,27.75,450.2768,249.4375,178.5179,105,219.2857,169.7262,208.3214,166.5292,0.2558
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,202.82,168.23,31.25,454.0078,318.6172,234.7969,103,260.477,205.7143,234.3649,192.6526,0.2991
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,230.69,169.29,53,482.4768,281.6667,220.7963,157.25,283.8687,204.7801,285.012,196.4639,0.334
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,217.91,168.72,24.25,595.89,320.38,221.97,82.25,325.3283,249.7771,327.4612,261.7629,0.2848
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,149.14,173.79,92.5,177.9519,420.4438,221.4813,222.5,343.0874,199.0404,287.2355,182.8378,0.4159
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,136.19,173.7,59.5,203.209,583.5656,236.4795,157.25,579.7037,207.2076,577.2687,188.7519,0.3789
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,110.88,174.39,25.25,218.3725,244.4314,194,94.25,188.4005,194.6472,167.6182,194.8873,0.2567
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,211.66,175.58,18.5,207.1646,469.2278,279.924,60.75,442.4082,264.1429,429.6446,256.6325,0.3012
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,222.65,177.14,23.75,290.8367,293.8673,188.5204,89.25,310.5933,197.6657,316.8736,201.0996,0.2607
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,203.73,179.69,50,247.5419,404.3054,268.0443,116.25,411.0258,243.3455,416.2129,224.2814,0.4272
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,194.6,181.24,24.5,406.6832,357.0594,200.2574,82.75,421.5,215.4699,449.6753,222.1212,0.2867
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,120.88,182.97,31,328.5736,688.6822,216.4264,107.75,458.3724,307.669,361.281,346.134,0.2869
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,215.3,185.5,42.25,261.7457,367.6358,212.3064,107.75,351.8469,206.0278,341.2597,201.8178,0.3962
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,79.33,182.73,18.25,154.6579,812.4474,862.9079,79,488.4528,458.239,386.7025,331.1529,0.2338
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,106.45,184.25,30.25,201.8548,535,212.1532,109.5,352.3462,212.3575,281.1227,212.4371,0.2742
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,cCASP3,cCASP3,242.95,184.98,49.25,190.6231,648.5628,5366.7939,144.5,349.9449,2232.2703,194.3822,599.3639,0.3366
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,173.93,186.26,63.25,210.0506,2315.2334,205.0934,149,1495.8064,188.3456,880.038,175.7602,0.4221
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,229.69,188.32,34.25,207.5106,312.9858,213.2128,110.75,269.9798,205.5269,250.0984,201.9738,0.3074
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,127.67,189.62,38.25,210.7342,543.2025,1306.5316,116.25,575.8455,1019.2768,592.5909,871.9188,0.332
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,80.82,189.74,16.75,201.3731,632.7313,750.4478,55.75,556.2311,525.1644,523.7911,429.6329,0.2831
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,191.02,189.69,25.5,172.8505,919.9346,246.4486,106.5,846.5524,225.4732,822.1677,218.5031,0.2391
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,89.53,190.73,30.75,326.1984,357.9762,207.0397,90.75,271.7344,198.4878,227.0165,194.0535,0.3306
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,208.5,194.65,44.75,382.6393,325.3169,483.459,135.5,352.0018,347.0902,365.5667,277.7694,0.3329
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,170.74,195.02,42.25,204.44,2093.4399,198.8571,109.75,1620.2427,185.1111,1308.9286,176.0677,0.3904
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,221.77,193.06,33.75,342.6331,286.4173,358.1583,77.5,285.5446,288.6019,284.8514,233.3543,0.4358
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,cCASP3,cCASP3,132.87,197.57,81.75,245.8537,315.75,660.939,179.5,297.4903,415.2756,282.2893,210.764,0.4524
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,84.78,197.8,9.75,174.7,358.975,181.625,49.5,257.76,174.555,232.4563,172.7875,0.1789
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,220.44,199.93,21.5,564.3371,258.8539,335.8427,60.75,240.8618,259.7317,230.6624,216.586,0.3431
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,148.78,202.06,84.25,214.8676,487.6382,195.5853,207,507.5054,182.9589,521.3758,174.1437,0.4053
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,213.52,205.24,24.25,401.4445,311.4445,177.899,81,281.8492,180.3015,268.8849,181.354,0.2959
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,174.25,207.41,29,239.3802,889.3636,198.1488,119.25,412.1681,180.5861,249.5183,174.6,0.2427
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,129.54,209.73,72,243.0658,322.0034,277.9827,160.25,648.338,231.2512,913.2556,193.3146,0.4417
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,136.08,217.79,23.5,160.202,369.3232,189.3333,95.25,284.7403,178.8857,255.4615,175.2692,0.2482
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,114.95,218.06,33,302.5606,473.1288,203.9015,106.75,980.4836,191.9182,1206.7365,186.5743,0.2971
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,122.61,224.26,44.25,223.2088,327.3242,216.2033,130.75,298.8276,195.5398,283.8382,184.6705,0.3354
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,147.41,224.68,57.5,241.4274,355.3761,233.7564,154.25,277.6494,200.5557,230.4078,180.3766,0.3733
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,131.23,227,20.25,258.9405,341.3333,202.3571,65,284.9199,203.374,258.2978,203.8539,0.3052
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,151.19,237.1,76,224.7068,370.7101,193.1726,183.75,356.7436,183.1167,346.7721,175.9372,0.4092
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,129,236.05,23.5,201.5684,245.7684,188.0737,90.75,200.0606,178.708,183.8582,175.3881,0.2501
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,190.86,245.55,41.5,243.6154,361.3077,202.7929,123.75,247.9859,180.873,189.419,169.5443,0.3308
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,200.15,245.17,17.25,167.7027,169.054,169.7838,74,143.404,166.5152,134.8924,165.4305,0.2282
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 15).tif,PathCellObject,,179.59,250.35,28.5,407.4397,276.7155,184.8965,106.5,178.8949,170.1706,142.5256,164.6955,0.2622
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 16).tif,PathCellObject,,185.94,78.39,35.75,358.132,343.1667,184,119.5,341.6854,178.7688,341.0506,176.5268,0.2904
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 16).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,99.27,123.93,33.25,187.1333,778.6519,193.2444,111.75,663.4521,185.7127,613.9236,182.4745,0.2933
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 16).tif,cCASP3,cCASP3,158.34,131,21,362.8506,296.3908,424.7356,80.75,311.5749,409.2324,317.0792,403.6125,0.2494
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 16).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,100.93,132.94,24.75,286.4615,2216.9424,196.5962,76.5,1913.932,192.9903,1760.2097,191.161,0.3169
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 16).tif,cCASP3,cCASP3,151.6,134.5,15.5,287.6667,361.0317,385.1587,51.5,319.2967,343.0574,301.2877,324.8904,0.2849
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 16).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,93.76,136.92,13.75,220.9138,2132.2759,189.3965,62.75,1342.3506,178.6494,1104.9637,175.4197,0.2155
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 16).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,146.68,141.34,51.75,204.9375,756.2211,198.0577,136.75,692.6248,196.0419,653.8328,194.8123,0.3732
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 16).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,103.47,144.79,57,173.7403,1798.7749,346.6104,160.75,1671.5994,265.9363,1600.4673,220.8136,0.3534
